age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,roledepartament,remotework,veterania
36,no,travel_rarely,sales,11.0,4,marketing,792,2,Female,2,2,sales executive,4,married,4,no,13,"3,0",1,part time,1,8.0,2,2,6,0,0,53914.11,sales executive  -  sales,no,-= de 10 años
45,no,travel_rarely,,20.0,3,,793,4,Female,3,2,sales executive,3,married,8,no,15,"3,0",3,part time,0,11.318933823529411,3,3,5,0,1,48500.0,,yes,-= de 10 años
40,no,travel_rarely,,2.0,4,,794,3,Female,3,1,research scientist,3,married,2,no,14,"3,0",2,part time,3,20.0,2,3,5,0,2,65245.87531343283,,yes,-= de 10 años
35,no,travel_rarely,,1.0,4,,795,3,Female,1,1,research scientist,4,married,1,no,12,"3,0",4,part time,1,4.0,5,3,4,1,1,28111.13,,yes,-= de 10 años
29,no,travel_rarely,,13.0,2,other,796,4,Male,2,2,laboratory technician,2,married,4,no,13,"3,0",1,part time,1,10.0,2,3,4,0,3,53914.11,,no,-= de 10 años
34,no,travel_rarely,,8.0,3,,797,2,Male,4,2,laboratory technician,3,married,2,no,12,"3,0",1,part time,0,11.318933823529411,3,4,4,1,2,65245.87531343283,,yes,-= de 10 años
27,no,travel_rarely,,2.0,1,,798,1,Male,3,1,laboratory technician,2,married,9,no,12,"3,0",4,part time,1,6.0,3,3,2,2,2,28111.13,,no,-= de 10 años
31,no,travel_rarely,research & development,26.0,1,,799,1,Male,3,1,research scientist,3,divorced,1,no,17,"3,0",4,part time,1,5.0,1,2,5,4,3,28111.13,research scientist  -  research & development,yes,-= de 10 años
34,no,travel_rarely,,8.89240506329114,2,,800,2,Male,3,1,laboratory technician,4,divorced,0,no,11,"3,0",3,part time,1,3.0,2,3,2,1,2,65245.87531343283,,no,-= de 10 años
28,yes,travel_rarely,research & development,24.0,3,life sciences,801,3,Male,2,1,laboratory technician,3,single,5,yes,14,"3,0",2,part time,0,6.0,4,3,4,0,3,28111.13,laboratory technician  -  research & development,yes,-= de 10 años
32,no,travel_rarely,,5.0,2,,802,1,Male,4,1,research scientist,2,divorced,0,yes,12,"3,0",4,part time,2,7.0,5,2,6,0,5,28111.13,,no,-= de 10 años
38,no,travel_rarely,research & development,2.0,3,life sciences,803,4,Male,3,1,research scientist,4,single,5,yes,11,"3,0",3,full time,0,6.0,3,3,3,1,2,39440.0,research scientist  -  research & development,yes,-= de 10 años
24,no,travel_rarely,,11.0,2,,804,1,Female,4,2,manufacturing director,3,married,0,no,18,"3,0",4,part time,1,5.0,5,2,4,1,3,53914.11,,yes,-= de 10 años
34,yes,travel_rarely,,6.0,1,,805,2,Male,3,1,research scientist,1,single,2,no,11,"3,0",3,full time,0,11.318933823529411,2,3,4,1,3,29600.0,,yes,-= de 10 años
32,yes,travel_frequently,research & development,16.0,1,,806,2,Female,1,1,research scientist,1,married,1,no,22,"3,0",2,part time,0,11.318933823529411,5,3,10,6,7,28111.13,research scientist  -  research & development,no,-= de 10 años
46,no,travel_rarely,,2.0,4,marketing,807,2,Female,3,5,manager,1,single,3,no,12,"3,0",4,full time,0,22.0,2,2,2,2,1,189470.0,,no,-= de 10 años
44,no,travel_rarely,,10.0,4,other,808,4,Male,3,2,healthcare representative,4,married,2,no,13,"3,0",4,full time,0,11.318933823529411,5,4,4,1,3,64650.0,,no,-= de 10 años
50,yes,travel_rarely,,3.0,2,,809,1,Male,2,1,sales representative,3,married,1,no,14,"3,0",3,part time,0,3.0,2,3,3,0,2,26830.0,,yes,-= de 10 años
35,no,travel_rarely,,2.0,3,marketing,810,4,Female,3,1,sales representative,4,married,1,no,13,"3,0",1,part time,0,2.0,3,3,2,2,2,20140.0,,yes,-= de 10 años
28,yes,travel_rarely,,5.0,4,,811,3,Male,3,1,laboratory technician,3,single,1,yes,13,"3,0",3,part time,0,2.0,3,2,2,2,2,34410.0,,yes,-= de 10 años
26,no,travel_rarely,,8.89240506329114,3,,812,2,Female,2,2,sales executive,4,married,7,yes,19,"3,0",3,part time,1,5.0,2,2,2,0,0,53914.11,,no,-= de 10 años
35,no,travel_rarely,,8.89240506329114,4,,813,3,Female,3,1,laboratory technician,1,married,3,yes,15,"3,0",3,part time,1,4.0,3,3,2,2,2,28111.13,,no,-= de 10 años
35,no,travel_rarely,,8.89240506329114,3,medical,814,2,Male,3,1,research scientist,1,married,4,no,13,"3,0",4,part time,1,5.0,2,2,3,1,2,65245.87531343283,,yes,-= de 10 años
37,no,travel_rarely,,8.89240506329114,4,medical,815,1,Male,3,3,research director,3,married,4,no,13,"3,0",1,full time,0,11.318933823529411,3,4,5,0,2,136640.0,,yes,-= de 10 años
46,no,travel_rarely,,8.89240506329114,2,medical,816,3,Male,3,2,human resources,2,divorced,8,yes,22,"4,0",4,part time,1,11.318933823529411,2,3,4,0,2,50210.0,,yes,-= de 10 años
34,no,travel_rarely,,1.0,2,medical,817,1,Male,3,2,manufacturing director,2,married,1,no,15,"3,0",3,part time,0,11.318933823529411,2,3,5,1,3,53914.11,,no,-= de 10 años
51,no,travel_rarely,,9.0,4,,818,4,Male,3,1,laboratory technician,4,married,3,no,23,"4,0",2,part time,2,10.0,4,3,4,0,3,28111.13,,no,-= de 10 años
24,no,travel_rarely,sales,3.0,2,other,819,1,Female,3,2,sales executive,3,married,0,no,21,"4,0",1,part time,1,4.0,2,2,3,0,2,53914.11,sales executive  -  sales,yes,-= de 10 años
44,no,travel_rarely,,23.0,3,,820,2,Male,3,2,laboratory technician,2,married,4,no,12,"3,0",3,part time,1,11.318933823529411,3,4,3,1,2,53914.11,,no,-= de 10 años
37,yes,travel_rarely,,6.0,4,human resources,821,3,Male,3,1,human resources,1,divorced,4,no,22,"4,0",4,part time,0,11.318933823529411,3,3,3,0,2,28111.13,,no,-= de 10 años
59,no,non-travel,,2.0,4,human resources,822,3,Female,2,5,manager,4,married,9,no,21,"4,0",4,full time,1,11.318933823529411,3,3,3,2,2,188440.0,,no,-= de 10 años
25,no,travel_rarely,,7.0,1,,823,4,Male,2,1,research scientist,4,married,1,no,11,"3,0",3,part time,2,11.318933823529411,2,3,2,2,1,28111.13,,no,-= de 10 años
43,no,travel_rarely,,8.89240506329114,3,medical,824,2,Female,4,1,research scientist,3,single,4,no,12,"3,0",4,part time,0,11.318933823529411,2,3,3,1,2,65245.87531343283,,yes,-= de 10 años
50,no,travel_frequently,,12.0,3,,825,3,Female,3,3,sales executive,4,single,4,no,11,"3,0",4,part time,0,16.0,3,3,2,2,1,100071.84,,no,-= de 10 años
31,yes,travel_rarely,,20.0,3,,826,2,Female,1,2,sales executive,3,married,3,yes,11,"3,0",3,part time,1,4.0,2,3,2,2,2,53914.11,,no,-= de 10 años
36,no,travel_rarely,research & development,6.0,2,medical,827,2,Male,3,2,manufacturing director,2,divorced,6,no,20,"4,0",4,part time,2,7.0,0,3,3,0,1,53914.11,manufacturing director  -  research & development,no,-= de 10 años
51,yes,travel_frequently,,8.89240506329114,4,,828,1,Male,1,3,manufacturing director,4,married,2,no,15,"3,0",4,full time,0,18.0,2,3,4,0,3,106500.0,,no,-= de 10 años
25,no,travel_rarely,sales,28.0,3,life sciences,829,1,Male,2,2,sales executive,3,married,2,no,18,"3,0",4,part time,0,11.318933823529411,3,3,2,2,2,53914.11,sales executive  -  sales,no,-= de 10 años
38,no,travel_rarely,,3.0,5,technical degree,830,4,Female,3,2,research scientist,3,married,3,yes,20,"4,0",2,part time,0,19.0,2,3,3,2,2,43170.0,,no,-= de 10 años
30,no,travel_rarely,research & development,5.0,3,technical degree,831,4,Female,3,1,research scientist,1,divorced,5,no,14,"3,0",4,part time,1,8.0,3,3,3,2,2,28111.13,research scientist  -  research & development,yes,-= de 10 años
22,no,travel_rarely,,8.89240506329114,1,medical,832,3,Male,3,1,research scientist,4,married,1,no,24,"4,0",1,part time,2,2.0,6,3,2,2,2,65245.87531343283,,yes,-= de 10 años
27,no,non-travel,research & development,9.0,3,medical,833,4,Male,3,1,research scientist,2,married,6,no,18,"3,0",4,part time,1,11.318933823529411,1,1,2,2,2,20240.0,research scientist  -  research & development,yes,-= de 10 años
28,no,travel_rarely,research & development,21.0,3,medical,834,3,Male,3,1,research scientist,4,married,1,no,11,"3,0",3,part time,1,5.0,2,1,5,0,2,28111.13,research scientist  -  research & development,yes,-= de 10 años
27,no,travel_rarely,,17.0,3,,835,3,Male,3,1,research scientist,2,married,0,no,16,"3,0",4,full time,1,6.0,3,2,5,1,1,30580.0,,no,-= de 10 años
56,no,travel_rarely,,8.0,3,life sciences,836,3,Female,3,1,research scientist,1,divorced,4,no,18,"3,0",3,part time,1,11.318933823529411,3,3,2,2,2,28111.13,,yes,-= de 10 años
38,no,travel_rarely,,9.0,2,,837,3,Female,3,1,laboratory technician,4,single,1,no,12,"3,0",3,part time,0,11.318933823529411,3,3,2,2,1,28111.13,,yes,-= de 10 años
31,no,travel_rarely,,12.0,1,medical,838,3,Female,3,1,research scientist,4,married,8,no,23,"4,0",3,full time,1,7.0,0,3,4,0,2,39290.0,,yes,-= de 10 años
34,no,travel_rarely,,27.0,2,medical,839,4,Female,3,1,research scientist,2,married,2,no,15,"3,0",4,part time,0,9.0,3,3,3,1,2,65245.87531343283,,no,-= de 10 años
50,no,travel_rarely,research & development,1.0,3,,840,3,Male,2,1,laboratory technician,3,married,2,no,15,"3,0",4,part time,1,11.318933823529411,2,2,3,0,2,28111.13,laboratory technician  -  research & development,no,-= de 10 años
53,no,travel_rarely,,13.0,2,,841,4,Female,4,2,manufacturing director,1,divorced,1,no,11,"3,0",3,part time,2,5.0,3,3,4,1,3,65245.87531343283,,no,-= de 10 años
35,no,travel_frequently,,8.89240506329114,3,medical,842,2,Female,3,2,laboratory technician,2,single,5,no,11,"3,0",4,part time,0,11.318933823529411,5,3,6,1,2,44250.0,,yes,-= de 10 años
27,no,travel_frequently,,1.0,1,,843,3,Male,2,2,manufacturing director,1,married,5,no,19,"3,0",3,part time,1,11.318933823529411,1,3,2,2,0,53914.11,,no,-= de 10 años
40,no,travel_rarely,,8.89240506329114,2,,844,3,Male,3,2,laboratory technician,4,married,8,no,15,"3,0",3,part time,1,11.318933823529411,2,4,7,3,7,53914.11,,no,-= de 10 años
22,no,travel_rarely,,8.89240506329114,3,life sciences,845,2,Male,4,1,research scientist,2,married,1,no,16,"3,0",1,part time,1,4.0,2,2,4,2,2,23280.0,,no,-= de 10 años
40,no,travel_rarely,,8.89240506329114,5,life sciences,846,4,Male,2,2,healthcare representative,4,married,9,no,14,"3,0",4,part time,1,5.0,5,1,3,0,2,53914.11,,yes,-= de 10 años
46,no,travel_rarely,,1.0,4,,847,4,Male,3,3,healthcare representative,1,married,7,no,16,"3,0",3,part time,1,17.0,3,3,4,0,3,65245.87531343283,,yes,-= de 10 años
30,yes,travel_rarely,,3.0,3,technical degree,848,4,Female,3,1,research scientist,1,married,5,yes,11,"3,0",3,part time,0,8.0,5,3,5,0,4,65245.87531343283,,no,-= de 10 años
29,yes,travel_rarely,,1.0,3,,849,3,Male,3,1,research scientist,3,single,0,no,14,"3,0",4,part time,0,11.318933823529411,1,2,6,1,5,28111.13,,no,-= de 10 años
54,no,travel_rarely,,3.0,3,,850,4,Female,3,2,sales executive,1,married,2,no,14,"3,0",4,full time,1,16.0,4,3,6,0,5,59400.0,,no,-= de 10 años
33,no,travel_rarely,research & development,4.0,4,,851,3,Female,2,1,research scientist,2,married,6,no,21,"4,0",4,part time,0,11.318933823529411,3,3,3,1,1,26220.0,research scientist  -  research & development,yes,-= de 10 años
52,no,travel_rarely,,2.0,3,,852,3,Female,2,1,laboratory technician,4,single,7,no,15,"3,0",2,full time,0,11.318933823529411,3,2,2,2,2,32120.0,,no,-= de 10 años
59,no,travel_rarely,human resources,6.0,2,medical,853,2,Male,3,1,human resources,3,married,8,no,17,"3,0",4,part time,0,11.318933823529411,2,2,2,2,2,28111.13,human resources  -  human resources,no,-= de 10 años
32,yes,travel_rarely,,1.0,3,,854,4,Male,2,1,laboratory technician,3,single,0,no,14,"3,0",4,part time,0,4.0,2,1,3,1,2,65245.87531343283,,no,-= de 10 años
39,no,travel_rarely,,8.89240506329114,4,medical,855,2,Female,3,1,laboratory technician,3,divorced,7,no,14,"3,0",3,part time,3,7.0,1,3,3,1,2,28111.13,,no,-= de 10 años
32,no,non-travel,,26.0,4,marketing,856,3,Male,3,2,sales executive,4,married,0,no,18,"3,0",1,part time,0,4.0,2,3,3,2,2,53914.11,,no,-= de 10 años
31,no,travel_rarely,,3.0,4,medical,857,2,Male,3,3,research director,3,divorced,9,no,12,"3,0",1,part time,1,11.318933823529411,3,3,2,2,2,100071.84,,no,-= de 10 años
33,no,travel_rarely,,5.0,4,life sciences,858,3,Female,2,1,research scientist,4,married,1,no,13,"3,0",3,full time,1,2.0,2,2,2,0,2,29110.0,,yes,-= de 10 años
45,no,travel_rarely,,8.89240506329114,4,life sciences,859,1,Male,4,2,manufacturing director,3,married,4,no,17,"3,0",4,part time,1,9.0,1,3,3,0,2,65245.87531343283,,yes,-= de 10 años
42,no,travel_rarely,research & development,17.0,2,,860,4,Female,4,2,research scientist,1,single,3,yes,13,"3,0",3,part time,0,11.318933823529411,1,3,3,0,2,53914.11,research scientist  -  research & development,no,-= de 10 años
29,no,travel_rarely,,8.89240506329114,2,marketing,861,4,Male,3,2,sales executive,4,divorced,2,no,14,"3,0",4,full time,1,11.318933823529411,2,3,3,0,2,69310.0,,no,-= de 10 años
25,no,travel_rarely,,1.0,3,,862,1,Female,3,2,manufacturing director,3,married,0,no,12,"3,0",4,part time,2,5.0,3,3,4,1,2,53914.11,,no,-= de 10 años
32,no,travel_rarely,,2.0,1,,863,4,Male,2,2,laboratory technician,1,married,4,no,13,"3,0",4,part time,0,9.0,5,3,6,0,4,21760.0,,no,-= de 10 años
28,no,travel_rarely,,9.0,3,,864,4,Male,3,1,research scientist,4,married,1,no,23,"4,0",4,part time,1,11.318933823529411,3,3,5,0,4,28111.13,,yes,-= de 10 años
21,no,travel_rarely,,3.0,2,,865,4,Male,2,1,research scientist,3,single,1,no,17,"3,0",1,full time,0,11.318933823529411,4,4,3,1,0,32300.0,,no,-= de 10 años
37,no,non-travel,,1.0,4,medical,866,1,Female,3,3,research director,4,divorced,2,yes,18,"3,0",1,part time,2,11.318933823529411,2,3,5,0,2,100071.84,,no,-= de 10 años
38,no,travel_rarely,,23.0,4,life sciences,867,4,Male,3,2,healthcare representative,4,married,9,no,14,"3,0",2,part time,1,11.318933823529411,2,3,2,1,2,53914.11,,no,-= de 10 años
26,yes,travel_rarely,,16.0,4,medical,868,1,Male,3,1,laboratory technician,2,divorced,2,yes,13,"3,0",4,part time,1,11.318933823529411,2,3,3,0,2,28111.13,,no,-= de 10 años
49,no,travel_rarely,,10.0,4,life sciences,869,3,Female,3,5,research director,1,single,9,yes,11,"3,0",4,full time,0,11.318933823529411,4,3,3,1,2,186650.0,,no,-= de 10 años
31,no,travel_frequently,sales,5.0,3,,870,4,Female,3,1,sales representative,2,divorced,1,no,11,"3,0",3,part time,1,2.0,5,2,2,2,2,27890.0,sales representative  -  sales,no,-= de 10 años
37,no,travel_frequently,,9.0,3,medical,871,2,Male,3,1,research scientist,4,married,1,no,12,"3,0",3,part time,3,11.318933823529411,3,2,4,1,2,28111.13,,no,-= de 10 años
31,no,travel_rarely,research & development,8.89240506329114,4,,872,1,Male,3,1,research scientist,4,married,0,no,12,"3,0",3,part time,1,11.318933823529411,4,3,5,0,3,28111.13,research scientist  -  research & development,yes,-= de 10 años
31,no,travel_rarely,,2.0,3,human resources,873,1,Male,2,2,human resources,1,married,3,no,12,"3,0",4,full time,0,11.318933823529411,1,3,2,1,0,64100.0,,no,-= de 10 años
31,no,travel_rarely,research & development,2.0,4,,874,3,Male,3,1,research scientist,4,married,0,no,18,"3,0",2,part time,1,3.0,2,1,2,2,2,28111.13,research scientist  -  research & development,no,-= de 10 años
52,yes,travel_rarely,,8.89240506329114,4,medical,875,1,Male,2,2,research scientist,2,married,2,no,15,"3,0",1,part time,0,11.0,3,2,8,7,7,49410.0,,no,-= de 10 años
28,yes,travel_rarely,,2.0,4,medical,876,1,Male,1,1,research scientist,4,married,5,yes,13,"3,0",4,part time,0,11.318933823529411,4,2,3,2,2,65245.87531343283,,no,-= de 10 años
47,no,travel_rarely,,5.0,5,,877,4,Male,3,5,research director,3,married,4,no,11,"3,0",2,full time,1,21.0,2,3,3,1,1,191324.62,,no,-= de 10 años
29,no,travel_rarely,,9.0,5,other,878,2,Male,2,1,laboratory technician,4,married,0,no,17,"3,0",3,full time,0,4.0,2,3,3,2,2,39830.0,,no,-= de 10 años
37,no,travel_rarely,,5.0,2,medical,879,4,Male,3,2,manufacturing director,4,married,7,no,16,"3,0",3,part time,2,8.0,2,2,6,0,4,65245.87531343283,,yes,-= de 10 años
23,no,travel_rarely,,26.0,1,,880,3,Male,3,1,research scientist,4,married,1,no,12,"3,0",3,full time,2,11.318933823529411,2,2,4,0,2,29040.0,,no,-= de 10 años
42,no,travel_rarely,human resources,2.0,1,,881,3,Male,3,1,human resources,3,divorced,0,yes,11,"3,0",3,part time,1,4.0,5,3,3,1,0,65245.87531343283,human resources  -  human resources,no,-= de 10 años
30,no,travel_rarely,sales,25.0,2,,882,4,Female,3,2,sales executive,3,married,7,no,12,"3,0",2,part time,1,4.0,2,4,2,2,2,65245.87531343283,sales executive  -  sales,no,-= de 10 años
21,yes,travel_rarely,,8.89240506329114,1,,883,1,Female,2,1,sales representative,2,single,1,no,11,"3,0",3,part time,0,3.0,3,3,3,1,2,21740.0,,yes,-= de 10 años
57,no,travel_rarely,,1.0,4,medical,884,4,Male,3,2,healthcare representative,3,married,2,no,11,"3,0",3,part time,0,11.318933823529411,2,3,3,1,2,65245.87531343283,,yes,-= de 10 años
21,no,travel_rarely,,9.0,2,,885,1,Male,3,1,sales representative,4,single,1,no,24,"4,0",3,part time,0,3.0,3,2,3,2,2,28111.13,,yes,-= de 10 años
31,no,travel_rarely,,9.0,4,life sciences,886,3,Male,2,1,research scientist,2,married,0,no,16,"3,0",4,part time,0,3.0,5,3,2,2,2,26570.0,,no,-= de 10 años
29,no,travel_rarely,research & development,8.89240506329114,3,,887,1,Male,3,1,research scientist,4,married,9,no,16,"3,0",4,part time,0,6.0,4,3,3,1,2,28111.13,research scientist  -  research & development,no,-= de 10 años
27,no,travel_rarely,,1.0,2,,888,4,Male,3,1,laboratory technician,2,married,1,no,11,"3,0",2,part time,1,5.0,2,3,5,0,4,28111.13,,yes,-= de 10 años
49,no,travel_rarely,,7.0,3,other,889,2,Male,2,3,healthcare representative,3,single,8,no,24,"4,0",3,full time,0,11.318933823529411,2,3,5,0,0,109650.0,,yes,-= de 10 años
36,no,travel_rarely,,2.0,3,,890,4,Female,3,1,research scientist,3,married,4,no,13,"3,0",2,part time,1,11.318933823529411,3,3,2,2,2,25430.0,,yes,-= de 10 años
34,yes,non-travel,,19.0,3,marketing,891,1,Male,4,2,sales executive,4,married,8,yes,13,"3,0",2,part time,0,11.318933823529411,3,2,5,0,4,53040.0,,yes,-= de 10 años
24,no,travel_rarely,,10.0,4,marketing,892,4,Female,3,2,sales executive,3,divorced,1,yes,12,"3,0",4,part time,1,11.318933823529411,2,4,5,0,3,53914.11,,no,-= de 10 años
42,no,travel_rarely,,1.0,4,,893,2,Female,3,1,laboratory technician,1,married,3,no,16,"3,0",2,part time,1,8.0,5,3,5,1,2,28111.13,,yes,-= de 10 años
54,no,travel_rarely,,5.0,2,medical,894,1,Male,3,5,research director,1,married,4,no,11,"3,0",3,full time,1,24.0,4,2,4,1,2,194060.0,,no,-= de 10 años
34,no,travel_rarely,,4.0,4,,895,3,Female,3,2,sales executive,3,married,9,no,15,"3,0",1,full time,1,11.318933823529411,3,3,3,1,2,65380.0,,yes,-= de 10 años
43,no,travel_rarely,,21.0,3,,896,4,Male,3,1,laboratory technician,4,married,7,no,20,"4,0",1,part time,1,11.318933823529411,1,3,3,1,2,65245.87531343283,,no,-= de 10 años
43,no,travel_rarely,,8.0,4,other,897,3,Female,3,2,healthcare representative,3,married,4,yes,14,"3,0",4,part time,0,11.318933823529411,3,3,5,0,2,53914.11,,yes,-= de 10 años
31,no,travel_rarely,,1.0,2,,898,4,Male,2,1,laboratory technician,1,married,1,no,12,"3,0",3,part time,1,4.0,3,3,4,3,2,22180.0,,no,-= de 10 años
25,yes,travel_rarely,,3.0,3,medical,899,1,Male,3,1,laboratory technician,1,married,5,no,13,"3,0",3,part time,1,6.0,5,3,2,0,2,28111.13,,yes,-= de 10 años
45,no,travel_rarely,,10.0,2,life sciences,900,1,Male,3,1,research scientist,4,married,3,no,21,"3,0",4,part time,2,8.0,3,2,2,0,2,26540.0,,yes,-= de 10 años
52,no,travel_rarely,,4.0,2,life sciences,901,4,Female,3,4,manager,4,married,2,no,13,"3,0",4,full time,0,31.0,2,1,5,1,4,153407.07,,no,-= de 10 años
34,yes,travel_frequently,,6.0,2,,902,4,Female,1,1,sales representative,3,married,0,no,16,"3,0",4,part time,1,3.0,3,2,2,1,0,28111.13,,no,-= de 10 años
26,no,travel_rarely,,23.0,3,life sciences,903,1,Female,3,1,research scientist,4,divorced,1,no,22,"4,0",2,part time,2,11.318933823529411,3,1,3,0,2,28111.13,,yes,-= de 10 años
29,no,travel_rarely,,3.0,4,,904,2,Male,2,3,research director,3,married,1,no,18,"3,0",3,full time,0,11.318933823529411,2,3,10,0,7,119350.0,,yes,-= de 10 años
29,yes,travel_rarely,,25.0,5,technical degree,905,3,Female,2,1,research scientist,2,married,5,no,16,"3,0",2,part time,0,6.0,2,4,2,1,1,25460.0,,no,-= de 10 años
46,no,travel_rarely,,2.0,3,life sciences,906,1,Male,3,4,research director,3,married,6,no,13,"3,0",3,full time,0,11.318933823529411,2,1,3,0,1,178610.0,,no,-= de 10 años
46,no,travel_rarely,,10.0,3,marketing,907,3,Female,2,3,sales executive,4,married,2,no,19,"3,0",3,part time,1,15.0,3,3,3,1,2,65245.87531343283,,no,-= de 10 años
30,no,travel_rarely,sales,7.0,1,marketing,908,4,Male,3,1,sales representative,2,single,0,no,14,"3,0",1,part time,0,11.318933823529411,3,3,3,1,2,28111.13,sales representative  -  sales,no,-= de 10 años
34,yes,travel_frequently,human resources,23.0,3,,909,2,Female,3,3,human resources,1,divorced,9,yes,15,"3,0",3,part time,3,11.318933823529411,2,3,3,0,2,100071.84,human resources  -  human resources,no,-= de 10 años
42,no,travel_rarely,,5.0,2,other,910,2,Male,3,1,laboratory technician,3,married,4,no,17,"3,0",4,part time,1,11.318933823529411,4,3,2,2,0,28111.13,,yes,-= de 10 años
22,yes,travel_rarely,research & development,8.89240506329114,1,technical degree,911,3,Male,2,1,laboratory technician,3,single,5,no,16,"3,0",3,full time,0,4.0,3,3,2,1,2,38940.0,laboratory technician  -  research & development,yes,-= de 10 años
29,no,travel_rarely,,19.0,3,technical degree,912,4,Male,3,2,manufacturing director,4,divorced,4,no,12,"3,0",2,part time,2,8.0,2,4,3,1,2,42620.0,,yes,-= de 10 años
46,no,travel_frequently,research & development,18.0,1,medical,913,1,Female,3,3,healthcare representative,3,married,5,no,11,"3,0",4,part time,0,11.318933823529411,3,2,2,1,2,105270.0,healthcare representative  -  research & development,yes,-= de 10 años
32,yes,travel_rarely,sales,11.0,4,other,914,4,Male,4,2,sales executive,3,married,8,no,12,"3,0",4,part time,0,11.318933823529411,2,3,4,1,2,53914.11,sales executive  -  sales,yes,-= de 10 años
24,no,travel_rarely,,24.0,3,medical,915,4,Male,3,1,sales representative,4,married,0,no,13,"3,0",3,part time,2,3.0,3,3,2,2,1,65245.87531343283,,no,-= de 10 años
35,no,travel_rarely,,25.0,2,,916,1,Male,2,2,laboratory technician,4,single,4,no,14,"3,0",4,part time,0,11.318933823529411,3,3,3,0,2,36810.0,,no,-= de 10 años
42,no,travel_rarely,,2.0,4,life sciences,917,3,Female,3,2,healthcare representative,4,married,1,no,13,"3,0",2,part time,2,10.0,4,3,10,2,2,53914.11,,yes,-= de 10 años
48,no,travel_rarely,,1.0,4,,918,4,Female,2,4,manager,1,married,7,no,11,"3,0",1,full time,1,21.0,3,1,3,0,2,153407.07,,yes,-= de 10 años
44,no,travel_rarely,,1.0,4,,919,1,Female,2,2,human resources,3,married,4,no,11,"3,0",2,part time,0,10.0,1,4,2,0,2,53914.11,,no,-= de 10 años
34,no,travel_rarely,sales,14.0,3,,920,3,Female,3,1,sales representative,3,married,1,yes,18,"3,0",4,part time,2,8.0,3,3,8,0,6,28111.13,sales representative  -  sales,no,-= de 10 años
21,no,travel_rarely,,22.0,1,technical degree,921,3,Male,3,1,sales representative,3,married,1,no,11,"3,0",3,full time,0,11.318933823529411,2,3,3,1,2,34470.0,,no,-= de 10 años
44,no,travel_rarely,,3.0,4,,922,4,Male,3,5,manager,4,married,4,no,12,"3,0",1,part time,1,26.0,2,4,2,0,1,65245.87531343283,,yes,-= de 10 años
22,no,travel_rarely,,6.0,1,medical,923,1,Male,3,1,research scientist,3,married,0,no,20,"4,0",4,part time,0,11.318933823529411,3,3,2,2,2,28111.13,,no,-= de 10 años
26,no,travel_rarely,,6.0,3,,924,3,Female,3,1,laboratory technician,4,married,1,yes,13,"3,0",3,part time,1,11.318933823529411,2,3,3,0,2,65245.87531343283,,no,-= de 10 años
36,no,travel_rarely,,9.0,2,medical,925,2,Male,2,2,manufacturing director,2,married,2,yes,11,"3,0",3,full time,1,13.0,2,3,3,0,2,88470.0,,yes,-= de 10 años
27,no,travel_rarely,,3.0,4,medical,926,1,Male,2,1,research scientist,4,single,0,no,13,"3,0",4,part time,0,5.0,0,3,4,1,1,20450.0,,no,-= de 10 años
23,no,travel_rarely,,4.0,3,,927,1,Male,4,1,research scientist,1,married,2,no,16,"3,0",1,part time,1,5.0,3,4,3,0,2,28111.13,,no,-= de 10 años
25,no,travel_rarely,,8.0,3,life sciences,928,4,Male,4,2,sales executive,2,married,0,no,22,"4,0",3,part time,1,4.0,4,3,3,1,2,48510.0,,no,-= de 10 años
48,no,travel_rarely,,8.89240506329114,1,,929,1,Male,4,2,sales executive,2,married,3,no,12,"3,0",4,full time,0,11.318933823529411,3,3,2,2,2,81200.0,,yes,-= de 10 años
24,yes,travel_rarely,,3.0,2,life sciences,930,1,Female,3,2,sales executive,3,single,9,no,14,"3,0",1,part time,0,11.318933823529411,3,3,2,2,0,45770.0,,yes,-= de 10 años
60,no,travel_rarely,,16.0,4,,931,1,Male,3,2,sales executive,1,single,8,no,14,"3,0",4,full time,0,10.0,1,3,2,2,2,54050.0,,no,-= de 10 años
50,no,travel_rarely,,8.0,4,marketing,932,4,Male,3,1,sales representative,2,married,7,no,15,"3,0",4,part time,1,4.0,2,3,2,2,2,28111.13,,no,-= de 10 años
44,no,non-travel,,24.0,3,,933,1,Male,1,1,laboratory technician,3,single,2,no,14,"3,0",3,full time,0,9.0,5,3,5,1,4,37080.0,,no,-= de 10 años
47,no,travel_frequently,,3.0,3,,934,4,Female,3,4,sales executive,3,divorced,9,yes,12,"3,0",4,full time,2,28.0,2,2,22,11,13,137700.0,,yes,+ de 10 años
42,yes,travel_rarely,,19.0,3,,935,3,Male,4,1,research scientist,3,divorced,6,no,12,"3,0",4,part time,0,11.318933823529411,2,3,2,2,2,28111.13,,yes,-= de 10 años
43,no,travel_frequently,,15.0,3,life sciences,936,4,Male,2,2,sales executive,4,married,3,no,18,"3,0",3,part time,1,7.0,5,3,2,2,2,53914.11,,no,-= de 10 años
